ID	LENGTH	OVERLAP	ERROR	PVALUE
ERR346600.554	392	110	0.0182	1.1102e-16
ERR346600.555	389	113	0.0796	1.1102e-16
ERR346600.557	383	119	0.0000	1.1102e-16
ERR346600.558	404	98	0.0000	1.1102e-16
ERR346600.560	404	98	0.0000	1.1102e-16
ERR346600.561	413	89	0.0000	1.1102e-16
ERR346600.559	380	122	0.0000	1.1102e-16
ERR346600.562	392	110	0.0000	1.1102e-16
ERR346600.565	398	104	0.1346	1.1102e-16
ERR346600.566	398	104	0.0288	1.1102e-16
ERR346600.563	395	107	0.0748	1.1102e-16
ERR346600.564	413	89	0.0000	1.1102e-16
ERR346600.567	398	104	0.0865	1.1102e-16
ERR346600.570	389	113	0.1150	1.1102e-16
ERR346600.569	395	107	0.0000	1.1102e-16
ERR346600.568	392	110	0.0000	1.1102e-16
ERR346600.571	392	110	0.0364	1.1102e-16
ERR346600.572	386	116	0.0259	1.1102e-16
ERR346600.573	268	234	0.0726	1.1102e-16
ERR346600.574	395	107	0.0000	1.1102e-16
ERR346600.577	392	110	0.0091	1.1102e-16
ERR346600.578	392	110	0.0091	1.1102e-16
ERR346600.575	392	110	0.0000	1.1102e-16
ERR346600.579	395	107	0.0561	1.1102e-16
ERR346600.576	386	116	0.0086	1.1102e-16
ERR346600.580	401	101	0.0297	1.1102e-16
ERR346600.582	398	104	0.0385	1.1102e-16
ERR346600.584	398	104	0.0000	1.1102e-16
ERR346600.581	392	110	0.0000	1.1102e-16
ERR346600.583	398	104	0.0000	1.1102e-16
ERR346600.586	392	110	0.0273	1.1102e-16
ERR346600.585	389	113	0.0000	1.1102e-16
ERR346600.589	395	107	0.0000	1.1102e-16
ERR346600.587	392	110	0.0091	1.1102e-16
ERR346600.590	389	113	0.0000	1.1102e-16
ERR346600.588	401	101	0.0000	1.1102e-16
ERR346600.591	407	95	0.0211	1.1102e-16
ERR346600.593	392	110	0.0000	1.1102e-16
ERR346600.592	398	104	0.0000	1.1102e-16
ERR346600.595	404	98	0.1531	1.1102e-16
ERR346600.596	401	101	0.0099	1.1102e-16
ERR346600.597	410	92	0.0435	1.1102e-16
ERR346600.594	395	107	0.0093	1.1102e-16
ERR346600.598	401	101	0.0099	1.1102e-16
ERR346600.600	401	101	0.0000	1.1102e-16
ERR346600.599	398	104	0.0000	1.1102e-16
ERR346600.602	398	104	0.0096	1.1102e-16
ERR346600.603	404	98	0.1122	1.1102e-16
ERR346600.601	401	101	0.0000	1.1102e-16
ERR346600.605	392	110	0.0000	1.1102e-16
ERR346600.604	401	101	0.0495	1.1102e-16
ERR346600.607	410	92	0.0326	1.1102e-16
ERR346600.606	386	116	0.0000	1.1102e-16
ERR346600.608	389	113	0.0088	1.1102e-16
ERR346600.609	380	122	0.0000	1.1102e-16
ERR346600.610	386	116	0.0603	1.1102e-16
ERR346600.611	398	104	0.0096	1.1102e-16
ERR346600.613	398	104	0.0000	1.1102e-16
ERR346600.612	392	110	0.0000	1.1102e-16
ERR346600.614	398	104	0.0000	1.1102e-16
ERR346600.616	392	110	0.0000	1.1102e-16
ERR346600.615	392	110	0.0000	1.1102e-16
ERR346600.617	410	92	0.1413	1.1102e-16
ERR346600.618	406	96	0.0312	1.1102e-16
ERR346600.619	395	107	0.0093	1.1102e-16
ERR346600.620	404	98	0.0204	1.1102e-16
ERR346600.621	407	95	0.0000	1.1102e-16
ERR346600.622	389	113	0.1504	1.1102e-16
ERR346600.624	404	98	0.0000	1.1102e-16
ERR346600.625	389	113	0.0177	1.1102e-16
ERR346600.623	392	110	0.0000	1.1102e-16
ERR346600.628	392	110	0.0091	1.1102e-16
ERR346600.629	346	156	0.0000	1.1102e-16
ERR346600.626	398	104	0.0096	1.1102e-16
ERR346600.627	407	95	0.0105	1.1102e-16
ERR346600.630	395	107	0.0187	1.1102e-16
ERR346600.632	410	92	0.1630	1.1102e-16
ERR346600.631	386	116	0.0086	1.1102e-16
ERR346600.633	398	104	0.2981	1.1102e-16
ERR346600.635	404	98	0.0000	1.1102e-16
ERR346600.636	392	110	0.1000	1.1102e-16
ERR346600.638	392	110	0.0455	1.1102e-16
ERR346600.639	380	122	0.0082	1.1102e-16
ERR346600.637	401	101	0.1782	1.1102e-16
ERR346600.634	401	101	0.0594	1.1102e-16
ERR346600.640	404	98	0.0204	1.1102e-16
ERR346600.641	395	107	0.0841	1.1102e-16
ERR346600.644	401	101	0.0000	1.1102e-16
ERR346600.643	440	62	0.0000	1.1102e-16
ERR346600.645	383	119	0.0000	1.1102e-16
ERR346600.642	398	104	0.0000	1.1102e-16
ERR346600.646	395	107	0.0187	1.1102e-16
ERR346600.648	395	107	0.0000	1.1102e-16
ERR346600.651	413	89	0.0112	1.1102e-16
ERR346600.650	386	116	0.0000	1.1102e-16
ERR346600.649	410	92	0.0217	1.1102e-16
ERR346600.647	401	101	0.0099	1.1102e-16
ERR346600.652	386	116	0.0000	1.1102e-16
ERR346600.655	401	101	0.1485	1.1102e-16
ERR346600.654	395	107	0.0000	1.1102e-16
ERR346600.657	401	101	0.0594	1.1102e-16
ERR346600.653	392	110	0.0000	1.1102e-16
ERR346600.656	392	110	0.0000	1.1102e-16
ERR346600.658	398	104	0.0192	1.1102e-16
ERR346600.660	392	110	0.0545	1.1102e-16
ERR346600.662	392	110	0.0000	1.1102e-16
ERR346600.665	404	98	0.1122	1.1102e-16
ERR346600.659	395	107	0.0000	1.1102e-16
ERR346600.663	389	113	0.0442	1.1102e-16
ERR346600.661	400	102	0.0196	1.1102e-16
ERR346600.664	386	116	0.0000	1.1102e-16
ERR346600.667	401	101	0.0594	1.1102e-16
ERR346600.671	389	113	0.0088	1.1102e-16
ERR346600.668	392	110	0.1091	1.1102e-16
ERR346600.672	410	92	0.0109	1.1102e-16
ERR346600.670	395	107	0.0280	1.1102e-16
ERR346600.674	392	110	0.0364	1.1102e-16
ERR346600.666	413	89	0.0000	1.1102e-16
ERR346600.669	398	104	0.2308	1.1102e-16
ERR346600.675	489	13	0.5385	5.2251e-02
ERR346600.673	392	110	0.0364	1.1102e-16
ERR346600.676	392	110	0.0000	1.1102e-16
ERR346600.677	389	113	0.1681	1.1102e-16
ERR346600.678	394	108	0.0648	1.1102e-16
ERR346600.679	404	98	0.0306	1.1102e-16
ERR346600.681	404	98	0.0612	1.1102e-16
ERR346600.682	401	101	0.0099	1.1102e-16
ERR346600.680	398	104	0.0481	1.1102e-16
ERR346600.685	410	92	0.0000	1.1102e-16
ERR346600.684	386	116	0.1897	1.1102e-16
ERR346600.683	395	107	0.0000	1.1102e-16
ERR346600.687	389	113	0.0000	1.1102e-16
ERR346600.688	413	89	0.0225	1.1102e-16
ERR346600.686	392	110	0.0000	1.1102e-16
ERR346600.691	395	107	0.1682	1.1102e-16
ERR346600.690	398	104	0.0096	1.1102e-16
ERR346600.689	410	92	0.0000	1.1102e-16
ERR346600.692	398	104	0.0096	1.1102e-16
ERR346600.693	389	113	0.0000	1.1102e-16
ERR346600.694	389	113	0.0000	1.1102e-16
ERR346600.696	392	110	0.0000	1.1102e-16
ERR346600.695	401	101	0.0000	1.1102e-16
ERR346600.697	395	107	0.0000	1.1102e-16
ERR346600.698	401	101	0.0000	1.1102e-16
ERR346600.699	392	110	0.5364	6.7427e-07
ERR346600.701	401	101	0.0297	1.1102e-16
ERR346600.702	389	113	0.0000	1.1102e-16
ERR346600.700	392	110	0.0000	1.1102e-16
ERR346600.703	404	98	0.5408	3.9171e-06
ERR346600.704	392	110	0.0273	1.1102e-16
ERR346600.705	398	104	0.0096	1.1102e-16
ERR346600.706	398	104	0.0288	1.1102e-16
ERR346600.707	404	98	0.0204	1.1102e-16
ERR346600.708	398	104	0.0096	1.1102e-16
ERR346600.711	404	98	0.1020	1.1102e-16
ERR346600.712	400	102	0.1667	1.1102e-16
ERR346600.710	392	110	0.0000	1.1102e-16
ERR346600.709	395	107	0.0280	1.1102e-16
ERR346600.714	404	98	0.0306	1.1102e-16
ERR346600.713	389	113	0.1062	1.1102e-16
ERR346600.717	401	101	0.0099	1.1102e-16
ERR346600.715	389	113	0.0265	1.1102e-16
ERR346600.718	395	107	0.1402	1.1102e-16
ERR346600.716	392	110	0.0273	1.1102e-16
ERR346600.720	386	116	0.0000	1.1102e-16
ERR346600.719	392	110	0.0273	1.1102e-16
ERR346600.722	398	104	0.0000	1.1102e-16
ERR346600.723	401	101	0.0495	1.1102e-16
ERR346600.724	401	101	0.0099	1.1102e-16
ERR346600.725	392	110	0.0727	1.1102e-16
ERR346600.726	395	107	0.0187	1.1102e-16
ERR346600.727	395	107	0.0000	1.1102e-16
ERR346600.721	386	116	0.3534	1.1091e-16
ERR346600.728	391	111	0.0180	1.1102e-16
ERR346600.729	398	104	0.0096	1.1102e-16
ERR346600.732	392	110	0.0000	1.1102e-16
ERR346600.733	401	101	0.0000	1.1102e-16
ERR346600.731	392	110	0.0091	1.1102e-16
ERR346600.730	410	92	0.0000	1.1102e-16
ERR346600.734	401	101	0.0000	1.1102e-16
ERR346600.735	404	98	0.0102	1.1102e-16
ERR346600.738	389	113	0.0000	1.1102e-16
ERR346600.737	386	116	0.0000	1.1102e-16
ERR346600.736	413	89	0.0112	1.1102e-16
ERR346600.740	392	110	0.0182	1.1102e-16
ERR346600.739	398	104	0.0000	1.1102e-16
ERR346600.742	401	101	0.0099	1.1102e-16
ERR346600.741	401	101	0.0297	1.1102e-16
ERR346600.744	395	107	0.1028	1.1102e-16
ERR346600.743	389	113	0.0000	1.1102e-16
ERR346600.746	404	98	0.0000	1.1102e-16
ERR346600.745	392	110	0.0000	1.1102e-16
ERR346600.747	401	101	0.0099	1.1102e-16
ERR346600.749	395	107	0.0748	1.1102e-16
ERR346600.752	398	104	0.0192	1.1102e-16
ERR346600.750	392	110	0.0000	1.1102e-16
ERR346600.748	397	105	0.0286	1.1102e-16
ERR346600.753	404	98	0.0000	1.1102e-16
ERR346600.754	398	104	0.0577	1.1102e-16
ERR346600.751	385	117	0.1026	1.1102e-16
ERR346600.756	398	104	0.0288	1.1102e-16
ERR346600.757	395	107	0.0280	1.1102e-16
ERR346600.759	410	92	0.0109	1.1102e-16
ERR346600.755	404	98	0.0204	1.1102e-16
ERR346600.758	392	110	0.0182	1.1102e-16
ERR346600.760	392	110	0.0182	1.1102e-16
ERR346600.761	401	101	0.4752	2.0100e-09
ERR346600.762	407	95	0.0421	1.1102e-16
ERR346600.763	398	104	0.0288	1.1102e-16
ERR346600.765	401	101	0.0099	1.1102e-16
ERR346600.766	383	119	0.0000	1.1102e-16
ERR346600.767	389	113	0.0354	1.1102e-16
ERR346600.764	404	98	0.0204	1.1102e-16
ERR346600.768	401	101	0.1089	1.1102e-16
ERR346600.770	401	101	0.0099	1.1102e-16
ERR346600.772	395	107	0.0000	1.1102e-16
ERR346600.769	394	108	0.3148	1.1102e-16
ERR346600.773	401	101	0.0792	1.1102e-16
ERR346600.774	404	98	0.0000	1.1102e-16
ERR346600.776	404	98	0.0102	1.1102e-16
ERR346600.771	395	107	0.0093	1.1102e-16
ERR346600.777	401	101	0.0000	1.1102e-16
ERR346600.775	392	110	0.0000	1.1102e-16
ERR346600.779	398	104	0.0000	1.1102e-16
ERR346600.778	410	92	0.0000	1.1102e-16
ERR346600.781	386	116	0.0345	1.1102e-16
ERR346600.782	392	110	0.0182	1.1102e-16
ERR346600.780	392	110	0.0091	1.1102e-16
ERR346600.784	395	107	0.0093	1.1102e-16
ERR346600.783	389	113	0.0000	1.1102e-16
ERR346600.785	398	104	0.0096	1.1102e-16
ERR346600.786	398	104	0.0000	1.1102e-16
ERR346600.790	398	104	0.0000	1.1102e-16
ERR346600.788	395	107	0.0000	1.1102e-16
ERR346600.789	398	104	0.0096	1.1102e-16
ERR346600.787	389	113	0.0354	1.1102e-16
ERR346600.791	392	110	0.0273	1.1102e-16
ERR346600.792	395	107	0.0000	1.1102e-16
ERR346600.794	410	92	0.2283	1.1102e-16
ERR346600.793	392	110	0.0545	1.1102e-16
ERR346600.795	395	107	0.0000	1.1102e-16
ERR346600.796	410	92	0.0109	1.1102e-16
ERR346600.797	404	98	0.1531	1.1102e-16
ERR346600.798	395	107	0.0000	1.1102e-16
ERR346600.799	395	107	0.0000	1.1102e-16
ERR346600.800	392	110	0.0000	1.1102e-16
ERR346600.801	395	107	0.0187	1.1102e-16
ERR346600.802	416	86	0.1977	1.1102e-16
ERR346600.804	392	110	0.0000	1.1102e-16
ERR346600.806	392	110	0.0273	1.1102e-16
ERR346600.805	404	98	0.0000	1.1102e-16
ERR346600.803	404	98	0.0102	1.1102e-16
ERR346600.807	398	104	0.0962	1.1102e-16
ERR346600.810	392	110	0.3364	1.1099e-16
ERR346600.811	395	107	0.0467	1.1102e-16
ERR346600.809	389	113	0.0177	1.1102e-16
ERR346600.808	395	107	0.0000	1.1102e-16
ERR346600.812	404	98	0.4592	4.7550e-10
ERR346600.815	398	104	0.0385	1.1102e-16
ERR346600.814	404	98	0.0510	1.1102e-16
ERR346600.818	382	120	0.0167	1.1102e-16
ERR346600.817	401	101	0.0396	1.1102e-16
ERR346600.813	401	101	0.0693	1.1102e-16
ERR346600.816	398	104	0.0096	1.1102e-16
ERR346600.819	386	116	0.0086	1.1102e-16
ERR346600.821	395	107	0.0000	1.1102e-16
ERR346600.822	389	113	0.0265	1.1102e-16
ERR346600.823	386	116	0.0345	1.1102e-16
ERR346600.820	398	104	0.1923	1.1102e-16
ERR346600.824	389	113	0.1150	1.1102e-16
ERR346600.827	410	92	0.0435	1.1102e-16
ERR346600.828	398	104	0.0096	1.1102e-16
ERR346600.825	380	122	0.0738	1.1102e-16
ERR346600.826	392	110	0.2727	1.1102e-16
ERR346600.829	389	113	0.0000	1.1102e-16
ERR346600.830	392	110	0.1091	1.1102e-16
ERR346600.832	407	95	0.0000	1.1102e-16
ERR346600.831	386	116	0.0603	1.1102e-16
ERR346600.834	392	110	0.0545	1.1102e-16
ERR346600.833	389	113	0.0442	1.1102e-16
ERR346600.837	410	92	0.1196	1.1102e-16
ERR346600.835	392	110	0.0000	1.1102e-16
ERR346600.836	392	110	0.0091	1.1102e-16
ERR346600.839	401	101	0.0099	1.1102e-16
ERR346600.840	398	104	0.1635	1.1102e-16
ERR346600.838	383	119	0.0000	1.1102e-16
ERR346600.842	398	104	0.0000	1.1102e-16
ERR346600.841	416	86	0.0000	1.1102e-16
ERR346600.844	392	110	0.0000	1.1102e-16
ERR346600.846	410	92	0.5652	5.9663e-05
ERR346600.843	392	110	0.0000	1.1102e-16
ERR346600.845	395	107	0.0093	1.1102e-16
ERR346600.848	401	101	0.0000	1.1102e-16
ERR346600.847	395	107	0.0000	1.1102e-16
ERR346600.850	410	92	0.0000	1.1102e-16
ERR346600.851	392	110	0.0000	1.1102e-16
ERR346600.854	402	100	0.0000	1.1102e-16
ERR346600.849	404	98	0.0306	1.1102e-16
ERR346600.852	401	101	0.2079	1.1102e-16
ERR346600.853	396	106	0.0566	1.1102e-16
ERR346600.855	398	104	0.0865	1.1102e-16
ERR346600.856	395	107	0.0000	1.1102e-16
ERR346600.857	391	111	0.0270	1.1102e-16
ERR346600.859	398	104	0.0481	1.1102e-16
ERR346600.858	391	111	0.0270	1.1102e-16
ERR346600.860	410	92	0.0109	1.1102e-16
ERR346600.862	410	92	0.3043	1.1087e-16
ERR346600.861	401	101	0.0297	1.1102e-16
ERR346600.864	392	110	0.0000	1.1102e-16
ERR346600.865	392	110	0.0273	1.1102e-16
ERR346600.863	397	105	0.0190	1.1102e-16
ERR346600.867	395	107	0.0000	1.1102e-16
ERR346600.868	401	101	0.0099	1.1102e-16
ERR346600.866	410	92	0.0109	1.1102e-16
ERR346600.871	404	98	0.0408	1.1102e-16
ERR346600.870	397	105	0.0000	1.1102e-16
ERR346600.869	392	110	0.0091	1.1102e-16
ERR346600.873	395	107	0.0000	1.1102e-16
ERR346600.874	386	116	0.1121	1.1102e-16
ERR346600.872	397	105	0.0286	1.1102e-16
ERR346600.876	386	116	0.3966	5.5765e-16
ERR346600.877	404	98	0.0612	1.1102e-16
ERR346600.875	395	107	0.0000	1.1102e-16
ERR346600.879	392	110	0.0091	1.1102e-16
ERR346600.881	395	107	0.0000	1.1102e-16
ERR346600.878	287	215	0.6698	4.1624e-03
ERR346600.880	401	101	0.0099	1.1102e-16
ERR346600.882	395	107	0.0280	1.1102e-16
ERR346600.883	392	110	0.0000	1.1102e-16
ERR346600.886	401	101	0.0297	1.1102e-16
ERR346600.885	404	98	0.0102	1.1102e-16
ERR346600.884	398	104	0.0096	1.1102e-16
ERR346600.887	401	101	0.0990	1.1102e-16
ERR346600.889	389	113	0.1593	1.1102e-16
ERR346600.891	386	116	0.0000	1.1102e-16
ERR346600.892	392	110	0.0818	1.1102e-16
ERR346600.890	387	115	0.0174	1.1102e-16
ERR346600.888	395	107	0.0093	1.1102e-16
ERR346600.893	392	110	0.0000	1.1102e-16
ERR346600.894	392	110	0.0000	1.1102e-16
ERR346600.895	410	92	0.0109	1.1102e-16
ERR346600.897	398	104	0.0000	1.1102e-16
ERR346600.899	386	116	0.0862	1.1102e-16
ERR346600.896	398	104	0.0000	1.1102e-16
ERR346600.900	401	101	0.0099	1.1102e-16
ERR346600.898	395	107	0.0280	1.1102e-16
ERR346600.901	386	116	0.4224	4.3096e-14
ERR346600.902	386	116	0.0000	1.1102e-16
ERR346600.903	404	98	0.0204	1.1102e-16
ERR346600.904	404	98	0.0000	1.1102e-16
ERR346600.906	404	98	0.0204	1.1102e-16
ERR346600.908	392	110	0.0636	1.1102e-16
ERR346600.905	395	107	0.0000	1.1102e-16
ERR346600.909	398	104	0.0192	1.1102e-16
ERR346600.907	395	107	0.0280	1.1102e-16
ERR346600.910	401	101	0.0000	1.1102e-16
ERR346600.912	389	113	0.0000	1.1102e-16
ERR346600.911	394	108	0.5648	1.4680e-05
ERR346600.913	383	119	0.0336	1.1102e-16
ERR346600.914	392	110	0.0091	1.1102e-16
ERR346600.917	402	100	0.0000	1.1102e-16
ERR346600.918	398	104	0.0000	1.1102e-16
ERR346600.916	395	107	0.0000	1.1102e-16
ERR346600.915	392	110	0.0091	1.1102e-16
ERR346600.919	395	107	0.1028	1.1102e-16
ERR346600.920	386	116	0.0862	1.1102e-16
ERR346600.921	392	110	0.0091	1.1102e-16
ERR346600.923	389	113	0.0088	1.1102e-16
ERR346600.925	374	128	0.0312	1.1102e-16
ERR346600.926	398	104	0.0000	1.1102e-16
ERR346600.922	401	101	0.0000	1.1102e-16
ERR346600.924	395	107	0.1776	1.1102e-16
ERR346600.927	389	113	0.0000	1.1102e-16
ERR346600.928	394	108	0.0093	1.1102e-16
ERR346600.930	395	107	0.0000	1.1102e-16
ERR346600.932	401	101	0.0000	1.1102e-16
ERR346600.929	401	101	0.0000	1.1102e-16
ERR346600.933	392	110	0.0727	1.1102e-16
ERR346600.931	398	104	0.4712	7.0071e-10
ERR346600.934	392	110	0.0091	1.1102e-16
ERR346600.935	404	98	0.0714	1.1102e-16
ERR346600.937	404	98	0.2857	1.1102e-16
ERR346600.936	401	101	0.0000	1.1102e-16
ERR346600.939	402	100	0.4300	6.4066e-12
ERR346600.938	389	113	0.0177	1.1102e-16
ERR346600.940	391	111	0.0360	1.1102e-16
ERR346600.941	253	249	0.6707	2.4961e-03
ERR346600.943	404	98	0.0204	1.1102e-16
ERR346600.944	392	110	0.0182	1.1102e-16
ERR346600.946	398	104	0.0000	1.1102e-16
ERR346600.942	398	104	0.0000	1.1102e-16
ERR346600.945	398	104	0.0769	1.1102e-16
ERR346600.948	392	110	0.0000	1.1102e-16
ERR346600.947	410	92	0.1739	1.1102e-16
ERR346600.951	399	103	0.0194	1.1102e-16
ERR346600.950	401	101	0.0099	1.1102e-16
ERR346600.949	398	104	0.0000	1.1102e-16
ERR346600.952	410	92	0.0543	1.1102e-16
ERR346600.953	404	98	0.0000	1.1102e-16
ERR346600.956	389	113	0.0000	1.1102e-16
ERR346600.955	401	101	0.0000	1.1102e-16
ERR346600.957	404	98	0.0408	1.1102e-16
ERR346600.958	386	116	0.0000	1.1102e-16
ERR346600.954	389	113	0.0000	1.1102e-16
ERR346600.959	389	113	0.0000	1.1102e-16
ERR346600.960	398	104	0.0000	1.1102e-16
ERR346600.964	392	110	0.0091	1.1102e-16
ERR346600.962	401	101	0.0000	1.1102e-16
ERR346600.965	395	107	0.0280	1.1102e-16
ERR346600.963	392	110	0.0091	1.1102e-16
ERR346600.961	392	110	0.0909	1.1102e-16
ERR346600.966	404	98	0.0102	1.1102e-16
ERR346600.967	383	119	0.4034	7.4449e-16
ERR346600.968	398	104	0.0000	1.1102e-16
ERR346600.969	401	101	0.0000	1.1102e-16
ERR346600.970	398	104	0.0000	1.1102e-16
ERR346600.972	398	104	0.0192	1.1102e-16
ERR346600.973	395	107	0.0000	1.1102e-16
ERR346600.971	410	92	0.0326	1.1102e-16
ERR346600.974	407	95	0.0526	1.1102e-16
ERR346600.975	386	116	0.0000	1.1102e-16
ERR346600.977	401	101	0.0099	1.1102e-16
ERR346600.976	383	119	0.0000	1.1102e-16
ERR346600.980	413	89	0.0112	1.1102e-16
ERR346600.978	407	95	0.0000	1.1102e-16
ERR346600.979	401	101	0.6535	1.5190e-02
ERR346600.982	395	107	0.0000	1.1102e-16
ERR346600.983	401	101	0.0099	1.1102e-16
ERR346600.984	389	113	0.0000	1.1102e-16
ERR346600.981	407	95	0.0316	1.1102e-16
ERR346600.986	401	101	0.0000	1.1102e-16
ERR346600.988	395	107	0.0187	1.1102e-16
ERR346600.985	395	107	0.0000	1.1102e-16
ERR346600.987	392	110	0.0000	1.1102e-16
ERR346600.989	400	102	0.0294	1.1102e-16
ERR346600.993	398	104	0.1154	1.1102e-16
ERR346600.991	392	110	0.0273	1.1102e-16
ERR346600.990	395	107	0.0187	1.1102e-16
ERR346600.992	411	91	0.2308	1.1102e-16
ERR346600.995	401	101	0.0000	1.1102e-16
ERR346600.996	336	166	0.0000	1.1102e-16
ERR346600.994	395	107	0.0187	1.1102e-16
ERR346600.998	401	101	0.0594	1.1102e-16
ERR346600.1000	401	101	0.0000	1.1102e-16
ERR346600.997	398	104	0.0000	1.1102e-16
ERR346600.1001	404	98	0.0408	1.1102e-16
ERR346600.999	386	116	0.0086	1.1102e-16
ERR346600.1002	404	98	0.0204	1.1102e-16
ERR346600.1004	383	119	0.0336	1.1102e-16
ERR346600.1005	389	113	0.0000	1.1102e-16
ERR346600.1003	392	110	0.0273	1.1102e-16
ERR346600.1009	398	104	0.0000	1.1102e-16
ERR346600.1006	401	101	0.0000	1.1102e-16
ERR346600.1007	401	101	0.0198	1.1102e-16
ERR346600.1011	392	110	0.2091	1.1102e-16
ERR346600.1010	404	98	0.0000	1.1102e-16
ERR346600.1012	401	101	0.1584	1.1102e-16
ERR346600.1008	410	92	0.0000	1.1102e-16
ERR346600.1014	398	104	0.0769	1.1102e-16
ERR346600.1016	404	98	0.0000	1.1102e-16
ERR346600.1015	392	110	0.0182	1.1102e-16
ERR346600.1017	398	104	0.0000	1.1102e-16
ERR346600.1018	398	104	0.0385	1.1102e-16
ERR346600.1013	386	116	0.0000	1.1102e-16
ERR346600.1021	398	104	0.0192	1.1102e-16
ERR346600.1019	401	101	0.0198	1.1102e-16
ERR346600.1020	392	110	0.0000	1.1102e-16
ERR346600.1023	393	109	0.0092	1.1102e-16
ERR346600.1025	395	107	0.0093	1.1102e-16
ERR346600.1022	401	101	0.0099	1.1102e-16
ERR346600.1027	404	98	0.0000	1.1102e-16
ERR346600.1024	446	56	0.5179	9.7825e-05
ERR346600.1026	389	113	0.0442	1.1102e-16
ERR346600.1028	404	98	0.0000	1.1102e-16
ERR346600.1030	389	113	0.0177	1.1102e-16
ERR346600.1029	392	110	0.0091	1.1102e-16
ERR346600.1032	395	107	0.0000	1.1102e-16
ERR346600.1031	401	101	0.0990	1.1102e-16
ERR346600.1033	395	107	0.0000	1.1102e-16
ERR346600.1034	404	98	0.1939	1.1102e-16
ERR346600.1035	392	110	0.0000	1.1102e-16
ERR346600.1036	401	101	0.0000	1.1102e-16
ERR346600.1038	407	95	0.0211	1.1102e-16
ERR346600.1039	401	101	0.0594	1.1102e-16
ERR346600.1037	395	107	0.0561	1.1102e-16
ERR346600.1041	395	107	0.0000	1.1102e-16
ERR346600.1040	413	89	0.0000	1.1102e-16
ERR346600.1042	398	104	0.0096	1.1102e-16
ERR346600.1043	395	107	0.0000	1.1102e-16
ERR346600.1044	389	113	0.0354	1.1102e-16
ERR346600.1046	398	104	0.0000	1.1102e-16
ERR346600.1048	410	92	0.0217	1.1102e-16
ERR346600.1045	392	110	0.0182	1.1102e-16
ERR346600.1047	398	104	0.0000	1.1102e-16
ERR346600.1051	398	104	0.0096	1.1102e-16
ERR346600.1052	389	113	0.0088	1.1102e-16
ERR346600.1049	392	110	0.0091	1.1102e-16
ERR346600.1053	398	104	0.0096	1.1102e-16
ERR346600.1050	413	89	0.0225	1.1102e-16
ERR346600.1054	392	110	0.0091	1.1102e-16
ERR346600.1055	389	113	0.0000	1.1102e-16
ERR346600.1056	389	113	0.0177	1.1102e-16
ERR346600.1058	386	116	0.0345	1.1102e-16
ERR346600.1057	392	110	0.0182	1.1102e-16
ERR346600.1060	390	112	0.0268	1.1102e-16
ERR346600.1062	401	101	0.0693	1.1102e-16
ERR346600.1061	398	104	0.0000	1.1102e-16
ERR346600.1059	404	98	0.0204	1.1102e-16
ERR346600.1063	404	98	0.0816	1.1102e-16
ERR346600.1065	398	104	0.0000	1.1102e-16
ERR346600.1064	389	113	0.0000	1.1102e-16
ERR346600.1066	392	110	0.0000	1.1102e-16
ERR346600.1068	389	113	0.0177	1.1102e-16
ERR346600.1069	389	113	0.0442	1.1102e-16
ERR346600.1067	404	98	0.0000	1.1102e-16
ERR346600.1073	385	117	0.0513	1.1102e-16
ERR346600.1071	389	113	0.0000	1.1102e-16
ERR346600.1070	395	107	0.0093	1.1102e-16
ERR346600.1074	404	98	0.0000	1.1102e-16
ERR346600.1072	398	104	0.0000	1.1102e-16
ERR346600.1075	408	94	0.0106	1.1102e-16
ERR346600.1078	389	113	0.0000	1.1102e-16
ERR346600.1079	392	110	0.0091	1.1102e-16
ERR346600.1077	398	104	0.0096	1.1102e-16
ERR346600.1076	395	107	0.0093	1.1102e-16
ERR346600.1080	404	98	0.0918	1.1102e-16
ERR346600.1081	398	104	0.0192	1.1102e-16
ERR346600.1082	401	101	0.0099	1.1102e-16
ERR346600.1083	389	113	0.0000	1.1102e-16
ERR346600.1084	392	110	0.0364	1.1102e-16
ERR346600.1085	398	104	0.2404	1.1102e-16
ERR346600.1088	401	101	0.0000	1.1102e-16
ERR346600.1087	394	108	0.0185	1.1102e-16
ERR346600.1086	392	110	0.0182	1.1102e-16
ERR346600.1090	398	104	0.0000	1.1102e-16
ERR346600.1091	395	107	0.0000	1.1102e-16
ERR346600.1089	398	104	0.0096	1.1102e-16
ERR346600.1092	395	107	0.0093	1.1102e-16
ERR346600.1093	398	104	0.0000	1.1102e-16
ERR346600.1094	395	107	0.0561	1.1102e-16
ERR346600.1095	401	101	0.0099	1.1102e-16
ERR346600.1096	401	101	0.0297	1.1102e-16
ERR346600.1098	401	101	0.0099	1.1102e-16
ERR346600.1099	389	113	0.0000	1.1102e-16
ERR346600.1097	251	251	0.2351	1.1102e-16
ERR346600.1100	392	110	0.0000	1.1102e-16
ERR346600.1102	392	110	0.0000	1.1102e-16
ERR346600.1101	401	101	0.0099	1.1102e-16
